gene_id,logFC
AT1G02816,0.13894490288009897
AT1G02820,-0.6672166421322587
AT1G02840,0.0401395696673479
AT1G02850,-0.0027355903036134473
AT1G02860,0.2823480931605998
AT1G02870,-0.08709679218141024
AT1G02880,0.009178391189904512
AT1G02890,0.2023937255994616
AT1G02900,0.22674718526902282
AT1G02910,0.047966322429299685
AT1G02920,0.7154144085639242
AT1G02930,0.5815114773732993
AT1G02950,0.2620724247420907
AT1G02952.1,0.3727673153459807
AT1G02960,0.039797953824450415
AT1G02965,-0.8085742612753303
AT1G02970,-0.1875654404752676
AT1G02980,0.22049448393299065
AT1G02990,-0.09392686836391084
AT1G03000,-0.0892729425800268
AT1G03010,0.27739391265851976
AT1G03030,-0.10610467981606522
AT1G03040,-0.1241304680816301
AT1G03050,0.681649017960766
AT1G03055,0.44123164169548545
AT1G03060,0.20062910084116728
AT1G03070,0.37159546912886005
AT1G03080,0.18616091272803176
AT1G03090,0.18344852144981966
AT1G03100,-0.15930920187135578
AT1G03106,-0.9282911034485444
AT1G03110,-0.33654761214618645
AT1G03120,-0.7257910356307429
AT1G03130,-0.245421701051549
AT1G03140,-0.07143923855047579
AT1G03150,-0.2086928252137337
AT1G03160,-0.31755445485827105
AT1G03170,-0.18505654046370573
AT1G03180,0.050230992784854156
AT1G03190,-0.09942317909499035
AT1G03200,0.13833434990926105
AT1G03210,0.11297585970025055
AT1G03220,0.3433441063149743
AT1G03230,-0.027152675600032053
AT1G03240,-0.507830899161015
AT1G03250,0.0013156139067019134
AT1G03260,-0.28494474125130836
AT1G03270,0.015236751512738516
AT1G03280,0.023096206005261046
AT1G03290,0.21808146407865175
AT1G03300,-0.5471004117785917
AT1G03310,-0.2060721312711632
AT1G03330,0.096237751622222
AT1G03340,0.4047139860274447
AT1G03350,0.05488467863340572
AT1G03360,0.05569199134869836
AT1G03365,0.1215540938731499
AT1G03370,0.3883194928453421
AT1G03380,0.07147573185099025
AT1G03390,0.2612750545150609
AT1G03400,0.8706519408833554
AT1G03410,-0.07907762386994928
AT1G03430,-0.005953349722306387
AT1G03440,-0.040604311598446886
AT1G03445,0.4957078268754227
AT1G03457,0.1960571830761677
AT1G03470,0.1642346465638739
AT1G03475,-0.085470808913921
AT1G03495,0.4810763538504753
AT1G03502.1,-0.9232529438559449
AT1G03510,-0.4122974924906757
AT1G03520,-0.15030861484487879
AT1G03530,-0.3258445568758974
AT1G03540,-0.007420628950625501
AT1G03545.1,0.028309961822734927
AT1G03550,0.06522917729508661
AT1G03560,-0.01405078074350632
AT1G03580.1,-0.5280443200964571
AT1G03590,0.04074189438020156
AT1G03600,-0.44285678819871704
AT1G03610,0.2912884491505302
AT1G03620,-0.04022566854527156
AT1G03630,-0.5322189940058645
AT1G03650,0.7453643486776171
AT1G03660,0.6466993935067482
AT1G03680,-0.06270282450511241
AT1G03687,-0.027703697393596793
AT1G03700,-0.0740224668815713
AT1G03710,0.09263768780286724
AT1G03730,0.251059993522334
AT1G03740,0.2543978670507948
AT1G03750,0.031656727797371796
AT1G03760,0.09499326269152579
AT1G03770,0.18422592493014664
AT1G03780,0.22144060041747007
AT1G03790,-1.7165562489061648
AT1G03800,-1.3568466871975127
AT1G03820,-0.3872829253241243
AT1G03830,-0.171501474739029
AT1G03840,0.3252541306435911
AT1G03850,0.1294972996853353
AT1G03860,0.017549024076731957
AT1G03870,-0.2693156158510859
AT1G03900,0.022398077961335635
AT1G03905,-0.20439304219919538
AT1G03910,-0.05194021990800183
AT1G03920,0.10487148170442245
AT1G03930,-0.051788351948528294
AT1G03940,0.29694309400389857
AT1G03950,0.04443035906902112
AT1G03960,-0.13233026376318774
AT1G03970,0.4081076389489558
AT1G03980,0.176017649513009
AT1G03990,0.20262223879438487
AT1G04000,0.18917490945120596
AT1G04010,0.04497529781835457
AT1G04020,-0.05265335999438264
AT1G04030,0.2774976426545547
AT1G04040,-0.04320629083025747
AT1G04050,-0.3438330269240637
AT1G04070,0.1476988309315889
AT1G04080,-0.0074586894110882694
AT1G04090,0.10587977433835906
AT1G04100,-0.19699178099412826
AT1G04120,-0.0753761716116931
AT1G04130,0.2021202901211694
AT1G04140,-0.006999421997126516
AT1G04150,-0.2742365844441451
AT1G04160,0.26732280220069476
AT1G04170,-0.2657342817406917
AT1G04180,-0.4763690088065248
AT1G04190,-0.22278735091630528
AT1G04200,0.13257689868757078
AT1G04210,0.0358513054773343
AT1G04220,0.09542600521438534
AT1G04230,0.09400635086500747
AT1G04240,0.3012036929672777
AT1G04250,0.1253140064352834
AT1G04260,-0.015961789420010752
AT1G04270,-0.25040464284269043
AT1G04280,-0.0192022983566059
AT1G04290,-0.35680769456569705
AT1G04295.1,0.16352175254789775
AT1G04300,0.046695513634947915
AT1G04310,-0.1358173520133323
AT1G04330,0.49639376694928483
AT1G04340,-0.04872131420313383
AT1G04350,-0.16273342933931936
AT1G04360,-0.1706865053222166
AT1G04370,0.1246278344273531
AT1G04390,0.042263819597499454
AT1G04400,-0.012016422659943224
AT1G04410,-0.21904383840755298
AT1G04420,-0.051901008289401314
AT1G04425.1,0.14086922096496915
AT1G04430,-0.2782275355277342
AT1G04440,0.30998416281241875
AT1G04445,0.7761921660095707
AT1G04480,-0.19174804179159083
AT1G04490,1.3192388950392642
AT1G04500,0.5729320775950055
AT1G04510,-0.1210697631187071
AT1G04520,-0.32867842561127886
AT1G04530,-0.033115314813417854
AT1G04540,-0.2685598350371147
AT1G04550,0.09480627648136689
AT1G04555,-0.005810345527295157
AT1G04560,-0.892086732814992
AT1G04570,0.044269982382073296
AT1G04590,-0.12137033895603126
AT1G04600,-0.6876547973394962
AT1G04610,-0.24554581102169584
AT1G04620,-0.05512597404008984
AT1G04630,-0.1412160804257968
AT1G04635,-0.3078544368567588
AT1G04640,-0.5948768215836645
AT1G04650,-0.45506566475509774
AT1G04660,0.08441268393031483
AT1G04680,-0.2509447867657549
AT1G04690,-0.1360598280979937
AT1G04700,0.23320967515252566
AT1G04710,-0.24385824062602082
AT1G04730,0.030601252133693323
AT1G04750,0.000847486964839305
AT1G04760,0.03685835362939234
AT1G04770,-0.09691424436679195
AT1G04778,0.18099320842279976
AT1G04780,0.12928809492626467
AT1G04790,0.08487589039992466
AT1G04800,-0.1737699696589892
AT1G04810,0.09965217692614853
AT1G04820,-0.09465253727381813
AT1G04830,0.10075476852797277
AT1G04840,0.30963256744654094
AT1G04850,-0.07551304996078284
AT1G04860,-0.05546313974753953
AT1G04870,-0.14538339198415728
AT1G04880,0.4743697592066888
AT1G04900,-0.2821771406713427
AT1G04910,-0.16555887480905634
AT1G04920,0.07044082745752174
AT1G04930,0.17442672113742613
AT1G04940,-0.19616502677212058
AT1G04945,-0.12514694290113773
AT1G04950,0.10607669308122232
AT1G04960,0.22428605075226546
AT1G04970,0.10651896423540488
AT1G04980,-0.06481280422973384
AT1G04985,0.2771656465212754
AT1G04990,-0.21780183417482288
AT1G05000,-0.07898645189528719
AT1G05010,0.31392006716087295
AT1G05020,0.3150073467175162
AT1G05030,-0.36482896535738846
AT1G05055,-0.35185964340731857
AT1G05060,0.3561288579867525
AT1G05061.1,0.28926029120386093
AT1G05065,-0.08516208313746301
AT1G05070,-0.24068025354382178
AT1G05090,-0.19540295917102968
AT1G05100,0.35540405094383515
AT1G05120,-0.05920178968482179
AT1G05135.1,0.39733278104516795
AT1G05140,0.11776211392362773
AT1G05150,-0.07742570370700178
AT1G05160,-0.1216397998547359
AT1G05170,-0.12935549856721182
AT1G05180,-0.09458816084428837
AT1G05190,-0.16819371495449134
AT1G05200,-0.38322704291688525
AT1G05205,-0.1351892322972877
AT1G05210,0.008013397224292373
AT1G05220,-0.2229892839468022
AT1G05230,-0.16217820237737274
AT1G05240,0.9243238205711549
AT1G05260,0.008880798295624591
AT1G05270,0.002535628091686129
AT1G05280,-0.25983120359332945
AT1G05300,0.1908085664665095
AT1G05310,-0.05190913280742452
AT1G05320,0.20020945334820203
AT1G05330,-1.8284427279332252
AT1G05340,0.9856057586775377
AT1G05350,0.01803926680340566
AT1G05360,-0.18889931579102542
AT1G05370,-0.11269039029619785
AT1G05380,0.10112859854883866
AT1G05385,-0.5371626802277292
AT1G05400,0.05716110538722008
AT1G05410,0.1843155617693175
AT1G05420,-0.21255586391364595
AT1G05430,0.08135332060615996
AT1G05440,-0.575817977214432
AT1G05450,-0.4596157215178215
AT1G05460,-0.013274114604882354
AT1G05470,-0.029324727719330177
AT1G05490,-0.031128794185516045
AT1G05500,-0.1091923988969345
AT1G05510,-1.7574548952009745
AT1G05520,-0.15798626365215052
AT1G05530,-0.5048436330285482
AT1G05540,-0.47077260615474004
AT1G05560,0.11070939200244574
AT1G05562.1,0.057668038951675306
AT1G05570,0.1608544972025863
AT1G05575,1.1848854205862414
AT1G05577,0.11354257162961705
AT1G05590,0.022441285737039483
AT1G05600,-0.02979269619843465
AT1G05610,-0.5603470094513621
AT1G05620,-0.11389514693809491
AT1G05630,0.18758790496120012
AT1G05640,-0.07220954683893739
AT1G05650,-0.8598466695132214
AT1G05660,-0.4535740269226629
AT1G05670,-0.12864820774797475
AT1G05675,0.009835100255356123
AT1G05680,-0.3083640809922212
AT1G05690,-0.5413641360281352
AT1G05700,-0.18574029570492792
AT1G05710,0.2419777821934633
AT1G05720,0.03288462371403358
AT1G05730,-0.25526327875215704
AT1G05750,0.2639938817937975
AT1G05760,0.14698763870020543
AT1G05770,-0.211171811799679
AT1G05780,0.488358160390918
AT1G05785,-0.018540416850357965
AT1G05790,-0.006279101751988386
AT1G05805,0.020101359618825646
AT1G05810,0.2865675974407584
AT1G05820,-0.12036451139215515
AT1G05830,0.008195295245819561
AT1G05835,0.8410258006370845
AT1G05840,0.20601668128023218
AT1G05850,0.006919491590347651
AT1G05860,0.26039568911244826
AT1G05870,-0.31895818046560565
AT1G05880,0.3317158808311496
AT1G05890,0.20637458053686905
AT1G05894,0.3771791082990477
AT1G05900,-0.15780973838785203
AT1G05910,-0.17221328476827172
AT1G05940,-0.12240734621365108
AT1G05950,-0.4499780468686506
AT1G05960,0.12655673271087403
AT1G05970,0.20632979888561107
AT1G05990,0.8215496131045407
AT1G06000,-0.4748444500236409
AT1G06002.1,-0.484478305911175
AT1G06010,0.29639394288726045
AT1G06020,-0.686451689335746
AT1G06030,0.07196656582360345
AT1G06040,-0.5901006488596537
AT1G06050,0.14626763486281297
AT1G06060,0.11081720185664512
AT1G06070,0.04793445373652189
AT1G06080,0.05669141039264643
AT1G06090,0.03763353325015948
AT1G06110,0.010045022277416535
AT1G06120,-0.29796332940806314
AT1G06130,0.056720093921379375
AT1G06140,-0.2811846383509485
AT1G06148,0.08638653110330474
AT1G06149,-0.1336367345005418
AT1G06150,0.5395146725738518
AT1G06160,-0.5099101589172854
AT1G06170,-0.4063279206794772
AT1G06180,-0.37929586253334635
AT1G06190,-0.3098915174084775
AT1G06200,0.03814553968230099
AT1G06210,0.05743212169655507
AT1G06220,-0.19230395228161754
AT1G06230,0.09561314980059692
AT1G06240,-0.19999401723593968
AT1G06250,0.4998372611475405
AT1G06260,0.07820363892117116
AT1G06265.1,0.017410571608577653
AT1G06270,-0.20843953692469658
AT1G06290,0.09036415380261514
AT1G06310,-0.07280746912147887
AT1G06320,0.49877973149875693
AT1G06330,0.19600007928812335
AT1G06350,-0.7413107842425058
AT1G06370.1,0.24910997956283967
AT1G06380,-0.16327670804363018
AT1G06390,0.05469911490293043
AT1G06400,0.019317438113420654
AT1G06410,0.04901388602105547
AT1G06420,-0.3896844352969986
AT1G06430,-0.03693172112634734
AT1G06440,0.3005916268027487
AT1G06450,-0.21629055112289008
AT1G06460,-0.5806420041510504
AT1G06470,-0.37995303657203644
AT1G06475,-0.5307333911199307
AT1G06490,0.03427627718367257
AT1G06500,0.007962376385122115
AT1G06510,0.10378109744981286
AT1G06515,0.08647303596470551
AT1G06520,0.42679314013479047
AT1G06530,-0.1799119482568308
AT1G06540,-0.09597369371991471
AT1G06550,-0.07802568337362359
AT1G06560,-0.06304682979519495
AT1G06570,-0.035878848843256095
AT1G06580,-0.17396617919395888
AT1G06590,-0.0307383390150011
AT1G06620,0.2057504295872512
AT1G06630,0.13364003699587162
AT1G06640,0.017452354427708948
AT1G06645,0.07442014202345391
AT1G06650,-0.011954912972430292
AT1G06660,0.01850811448397744
AT1G06670,-0.16971474822474045
AT1G06680,-0.7490265070602578
AT1G06690,-0.14320242781861847
AT1G06700,-0.22319735933492135
AT1G06710,-0.32683067774291014
AT1G06720,-0.08450768727244232
AT1G06730,-0.023905386869966423
AT1G06750,1.1603201866574184
AT1G06760,-0.0661368431596081
AT1G06770,0.16079614611081117
AT1G06780,-0.05196209529167158
AT1G06790,-0.20920572222573844
AT1G06800,0.41545897795159903
AT1G06820,-0.3369942641840627
AT1G06830,-0.061588797491820044
AT1G06840,0.23408204065787389
AT1G06850,0.11626089383729747
AT1G06870,0.22893008261233908
AT1G06890,-0.03726705198513656
AT1G06900,-0.13433183799363857
AT1G06910,-0.36118325457287614
AT1G06923,0.3680905178782261
AT1G06930,0.18676460370361878
AT1G06950,-0.19669848204208218
AT1G06960,-0.09005568196433245
AT1G06970,-1.2381125589292967
AT1G06980,-0.961164146671806
AT1G07000,0.6010243170621391
AT1G07010,-1.1887792625180509
AT1G07020,0.16283761662382681
AT1G07030,-0.00814767695601331
AT1G07040,0.09941302363473571
AT1G07070,-0.3783954403630077
AT1G07080,0.021979488918028152
AT1G07090,-0.4286180677224367
AT1G07110,-0.1668353824303266
AT1G07119.1,0.5017022838401065
AT1G07120,-0.4500329981246901
AT1G07128.1,0.03038627659944903
AT1G07130,0.23741512109419208
AT1G07135,2.4924108428064504
AT1G07140,0.007424980257368053
AT1G07150,-0.35915617074594985
AT1G07160,0.13062466320993482
AT1G07170,0.1313343320565343
AT1G07175,-1.3310330810999007
AT1G07180,-1.753837075539463
AT1G07200,-0.04994703439689683
AT1G07210,-0.11347641897036881
AT1G07220,0.1903642877455752
AT1G07230,0.015565661209057549
AT1G07240,0.05358296736153631
AT1G07250,-0.18842244701140473
AT1G07260,-0.09639984756277344
AT1G07270,-0.6389998353458846
AT1G07280,0.07759282563795422
AT1G07290,-0.49185944484306565
AT1G07300,0.12182368774708381
AT1G07310,0.19865156700960063
AT1G07320,-0.23972130953661577
AT1G07350,0.7911105266455523
AT1G07360,-0.07392361815221833
AT1G07370,-0.4307747510069016
AT1G07380,-0.17841625901158303
AT1G07390,0.07511978597173613
AT1G07400,0.6210221962860115
AT1G07410,0.061530088457798074
AT1G07420,-0.014634787557877874
AT1G07430,-0.13792107284238916
AT1G07440,-1.491956071805758
AT1G07460,0.6350880660243531
AT1G07470,0.02503921166236305
AT1G07480,-0.022698277428284595
AT1G07485,-1.0034947289133251
AT1G07490,0.19621175974345834
AT1G07500,0.566051749304627
AT1G07510,0.019035420702849148
AT1G07520,0.4974794362839932
AT1G07530,0.3242053284615156
AT1G07550,-0.1457267645379326
AT1G07560,-0.00882579625017691
AT1G07570,0.026370242282861226
AT1G07590,-0.09840999422821757
AT1G07600,0.036799209092298404
AT1G07610,-0.25204750565891765
AT1G07615,-0.22090664047983766
AT1G07620,0.030707247711151176
AT1G07630,0.156149499945612
AT1G07640,0.2956923726985773
AT1G07650,0.09166540693662815
AT1G07660,0.13803065905038828
AT1G07670,0.14047322049489225
AT1G07690,0.3096821863743735
AT1G07700,-0.33546439034398384
AT1G07702.1,-0.3432533792581231
AT1G07705,-0.037990266441772794
AT1G07710,0.1606980602501855
AT1G07720,0.9131702232448894
AT1G07725,0.013173925110389673
AT1G07728.1,-0.059167997604931764
AT1G07730,0.07769380665078908
AT1G07740,-0.4458026351193662
AT1G07745,0.053790771216962324
AT1G07750,0.044495367972683636
AT1G07770,-0.09158212111015991
AT1G07780,0.34547079962608773
AT1G07790,-0.38301495681079845
AT1G07795,1.1239272711005146
AT1G07810,-0.054994012473533034
AT1G07820,-0.1739223247291619
AT1G07830,0.039557652460258476
AT1G07840,-0.15779030758055743
AT1G07850,0.6818439888299962
AT1G07870,0.1288843202535159
AT1G07880,-0.13428688845774794
AT1G07890,0.04531823998788928
AT1G07901,-0.11787323831109117
AT1G07910,-0.048426982386147385
AT1G07920,-0.1960615572752418
AT1G07930,-0.25483059963885
AT1G07940,-0.1712213712471497
AT1G07950,0.12087268256623801
AT1G07960,-0.027072929759901578
AT1G07970,0.08930929429679166
AT1G07980,0.07880980318327116
AT1G07985,-0.5856378140218006
AT1G07990,0.0064749652218247114
AT1G08000,0.13705924140116518
AT1G08010,-0.07121730782536528
AT1G08030,0.0025904141036301375
AT1G08040,-0.0239392852438863
AT1G08050,0.6055131663201064
AT1G08060,0.03360838776668993
AT1G08070,-0.028774962649148642
AT1G08080,-0.6428468231095433
AT1G08090,-0.3747775478684745
AT1G08100,0.9415981348004325
AT1G08110,-0.07375269656883202
AT1G08115.1,0.5821953700142206
AT1G08120,-0.30576548939483705
AT1G08125,-0.07031980004596143
AT1G08130,-0.1262825338027515
AT1G08160,0.15019921259645116
AT1G08165,0.41772659902506865
AT1G08180,-0.5337322536196393
AT1G08190,-0.07008827697930052
AT1G08200,-0.10148805221911729
AT1G08210,-0.02395216085153478
AT1G08220,-0.6435397243698778
AT1G08230,-0.3592434799114449
AT1G08250,-0.26781852533262007
AT1G08260,-0.06292580708741825
AT1G08270,-0.024421702768545366
AT1G08280,-0.21949432895465093
AT1G08290,0.13671746836725215
AT1G08300,0.264928229020822
AT1G08310,0.2915439126246426
AT1G08315,0.15748590006800975
AT1G08320,0.08293992056982792
AT1G08340,0.3036785892124209
AT1G08350,0.05617521023501675
AT1G08360,-0.02673598389291817
AT1G08370,0.0550774129171819
AT1G08380,-0.8983802081040451
AT1G08390,-0.5545423043535317
AT1G08400,-0.4893267611954007
AT1G08410,-0.1492375482422165
AT1G08420,-0.005256249886717103
AT1G08430,0.8077418275074338
AT1G08440,-0.6957894412722484
AT1G08450,0.04725943556999721
AT1G08460,0.050671238591462456
AT1G08470,-0.2003489114353406
AT1G08480,-0.12930155357935108
AT1G08490,-0.1273355288288424
AT1G08500,-0.2068423974205894
AT1G08510,0.06349002807112566
AT1G08520,-0.05163514800914916
AT1G08530,-0.10828834642873653
AT1G08540,-0.032388581807611436
AT1G08550,-0.16711501051858896
AT1G08560,-0.1401447039820218
AT1G08570,0.12609832344613653
AT1G08580,-0.28000146391476516
AT1G08590,-0.020282816549584765
AT1G08592.1,-0.038439235370104664
AT1G08600,-0.09901786309509934
AT1G08610,-0.09838951654610245
AT1G08620,-0.030386952907105982
AT1G08630,-0.30237250637653673
AT1G08640,-0.3314095634770494
AT1G08650,-0.29561205405922497
AT1G08660,-0.1576868793547305
AT1G08670,-0.05935960487345557
AT1G08680,0.06771611090345087
AT1G08700,0.2817220355054845
AT1G08710,0.0824988231728759
AT1G08720,0.3184786863162742
AT1G08730,-0.4092468990696046
AT1G08750,-0.1984750401036137
AT1G08760,-0.11052818181371898
AT1G08770,0.005949578368728131
AT1G08780,-0.17088471486634255
AT1G08800,0.11094195305130654
AT1G08810,-0.35408141331777476
AT1G08820,0.21178605991370697
AT1G08830,-0.14320292079367258
AT1G08840,0.0063774499529091816
AT1G08845,-0.14354602474419859
AT1G08860,-0.5734189517721164
AT1G08880,-0.23141889650277567
AT1G08890,-0.012754875010071314
AT1G08900,0.2506307677979987
AT1G08910,0.052525386191189107
AT1G08920,0.39388599670616703
AT1G08930,0.43010888942164416
AT1G08940,0.0835694253742306
AT1G08960,-0.2221512612250197
AT1G08970,0.13888193108229765
AT1G08980,-0.42865106015411847
AT1G08990,0.16351389373392158
AT1G09000,0.30877555177059585
AT1G09010,-0.07915774113533591
AT1G09020,-0.0011928940979324125
AT1G09030,-0.33532846973562813
AT1G09040,-0.006622332526216223
AT1G09050,0.04673259089321854
AT1G09060,0.22143422423149023
AT1G09070,1.0858136293905325
AT1G09080,-0.6847204685638559
AT1G09090,-0.008947254114621031
AT1G09100,-0.10942301767538273
AT1G09130,-0.07883150293106804
AT1G09140,0.17867262732178732
AT1G09150,-0.09962100344858131
AT1G09155,-0.1857251539410582
AT1G09160,0.08160865587343008
AT1G09170,0.10748063091794549
AT1G09176,1.5886145638200593
AT1G09180,-0.1444140840306735
AT1G09190,0.05294306185907729
AT1G09195,0.06264408377822195
AT1G09200,-0.2903749216134265
AT1G09210,-0.2118678551940633
AT1G09220,0.08478832314908226
AT1G09230,-0.14180912252879974
AT1G09240,-2.1194454559579166
AT1G09250,-0.09644344122400077
AT1G09260,-2.979470940310154
AT1G09270,0.007372740837746845
AT1G09280,-0.05972160982018057
AT1G09290,-0.25499541058420006
AT1G09300,-0.0014553105184578132
AT1G09310,-1.6498095250955758
AT1G09320,-0.10340614903979575
AT1G09330,0.0974791522162169
AT1G09340,-0.5973975121027992
AT1G09350,-0.6569025215081696
AT1G09370,1.2477591608026395
AT1G09380,-0.26693225505498064
AT1G09390,-0.1901691865337701
AT1G09400,0.08788361760668197
AT1G09410,0.08045710598856794
AT1G09415,0.12331150757090796
AT1G09420,-0.027528236300629103
AT1G09421.1,-0.06434298982534321
AT1G09430,-0.002443261544782365
AT1G09440,-0.10519596093280997
AT1G09450,-0.14049047941580384
AT1G09460,0.4929196236219627
AT1G09470,-0.33041412708995227
AT1G09480,-0.1422063511410415
AT1G09486.1,-0.32261383058153376
AT1G09490,-0.0332467479569985
AT1G09520,0.20754138820087098
AT1G09530,-0.02916203011379622
AT1G09540,-0.1501183836149854
AT1G09560,-0.2834866354434978
AT1G09570,-0.16679501022350093
AT1G09575,0.49458963718629895
AT1G09580,-0.17211772921639937
AT1G09590,-0.17492840534814807
AT1G09600,-0.5014712788290009
AT1G09610,0.34803322163631567
AT1G09620,-0.14512160874756322
AT1G09630,-0.09974757017233296
AT1G09640,-0.03597675372551543
AT1G09645,0.11335072158419406
AT1G09650,-0.4344325610147744
AT1G09660,-0.2114594399707701
AT1G09680,-0.009850488576760675
AT1G09690,-0.11271441386734532
AT1G09700,-0.035793356052150775
AT1G09710,-0.009869026826050755
AT1G09730,0.11741803540190668
AT1G09740,0.02798748768961542
AT1G09750,-0.2234154977488498
AT1G09760,-0.02688347058477307
AT1G09770,0.07602089627290262
AT1G09780,-0.3830206046383353
AT1G09794,0.09602619404530811
AT1G09795,-0.400643754465499
AT1G09800,-0.16141756099799298
AT1G09810,0.21444762188441296
